DEPARTAMENTO,MUNICIPIO,ESTADOS,VELOCIDAD_SUBIDA,VELOCIDAD_BAJADA,TRAFICO_MENSUAL_SUBIDA,TRAFICO_MENSUAL_BAJADA,USUARIOS_ACTIVOS_MES,INVERSION,ZONA,DIFICULTADACCESO,TIPO_CONECTIVIDAD
CUNDINAMARCA,UBALA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CAUCA,ARGELIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CAUCA,PATIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,VIGIA DEL FUERTE,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,MUY ALTO,EN DISEÑO
NARIÑO,EL TAMBO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,SAN ANDRES DE TUMACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,EL CARMEN DE ATRATO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CALDAS,VICTORIA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
BOYACA,SANTANA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
ANTIOQUIA,YARUMAL,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,PUERTO ASIS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
HUILA,PALERMO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,GUATAQUI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
NARIÑO,SANDONA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
SANTANDER,GUACA,OPERACION,3.0,12.0,11.0,73.0,79,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,BUESACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CESAR,AGUSTIN CODAZZI,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,SAN JOSE DEL PALMAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
NARIÑO,BUESACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
NARIÑO,TUQUERRES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,PASCA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,ATACO,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
ANTIOQUIA,TITIRIBI,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
CUNDINAMARCA,PARATEBUENO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,CIUDAD BOLIVAR,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CASANARE,HATO COROZAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,VALENCIA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
BOLIVAR,RIO VIEJO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
LA GUAJIRA,DIBULLA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,MEDIO BAUDO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CAQUETA,LA MONTAÑITA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
BOLIVAR,CLEMENCIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
PUTUMAYO,PUERTO GUZMAN,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
RISARALDA,PUEBLO RICO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,UNGUIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
VALLE DEL CAUCA,BUENAVENTURA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,PUERTO BERRIO,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
TOLIMA,PLANADAS,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
CESAR,LA GLORIA,OPERACION,5.0,21.0,97.0,773.0,1763,142684114.0,RURAL,BAJO,RADIO ENLACE
CESAR,LA JAGUA DE IBIRICO,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CAQUETA,EL DONCELLO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
TOLIMA,ORTEGA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
VICHADA,CUMARIBO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
VALLE DEL CAUCA,BUENAVENTURA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,FUSAGASUGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CHOCO,RIOSUCIO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CASANARE,PAZ DE ARIPORO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
NORTE DE SANTANDER,PAMPLONA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CASANARE,VILLANUEVA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,BARICHARA,EN PLANEACION,0.0,0.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,CEPITA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CASANARE,VILLANUEVA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
NORTE DE SANTANDER,LA PLAYA,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CAUCA,PAEZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
BOYACA,TIBANA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,SAN ANTONIO,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
SUCRE,LA UNION,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
BOLIVAR,MAGANGUE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,SANTA HELENA DEL OPON,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CESAR,AGUSTIN CODAZZI,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
META,LEJANIAS,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,VALLE DEL GUAMUEZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,RIOSUCIO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CASANARE,PAZ DE ARIPORO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOLIVAR,PINILLOS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CUNDINAMARCA,ARBELAEZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,GUATAPE,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,MEDIO SAN JUAN,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,HACARI,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,ARIGUANI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CASANARE,TRINIDAD,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,ROVIRA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
SANTANDER,HATO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,PUERTO CAICEDO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CAUCA,SANTANDER DE QUILICHAO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
SUCRE,SAN BENITO ABAD,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
SANTANDER,CIMITARRA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,URIBIA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,SATELITAL
VAUPES,PACOA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,OSPINA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
HUILA,VILLAVIEJA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,EBEJICO,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,SUCRE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
BOYACA,RONDON,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,SAN ANTONIO,OPERACION,3.0,12.0,95.0,179.0,385,142684114.0,RURAL,BAJO,RADIO ENLACE
VALLE DEL CAUCA,CAICEDONIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,PUERTO ASIS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,VIOTA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CAQUETA,EL DONCELLO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
LA GUAJIRA,BARRANCAS,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,PLANADAS,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,MUY ALTO,EN DISEÑO
NARIÑO,FUNES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
VALLE DEL CAUCA,DAGUA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CASANARE,YOPAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
SANTANDER,SAN GIL,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,LA UNION,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CALDAS,AGUADAS,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
NARIÑO,GUACHUCAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
TOLIMA,IBAGUE,OPERACION,3.0,15.0,31.0,176.0,1296,142684114.0,RURAL,BAJO,RADIO ENLACE
NORTE DE SANTANDER,LOS PATIOS,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CESAR,AGUACHICA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
RISARALDA,SANTA ROSA DE CABAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,GUAMAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,ARGELIA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
CORDOBA,CHINU,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,MOMIL,OPERACION,3.0,12.0,195.0,1171.0,4027,142684114.0,RURAL,BAJO,SATELITAL
CAQUETA,BELEN DE LOS ANDAQUIES,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,SAN ANDRES DE TUMACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CAUCA,PIENDAMO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
NORTE DE SANTANDER,VILLA CARO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
LA GUAJIRA,URIBIA,INSTALACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,ILES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CUNDINAMARCA,SUBACHOQUE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
META,PUERTO LOPEZ,INSTALACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CALDAS,SAMANA,OPERACION,3.0,12.0,0.0,5.0,9,142684114.0,RURAL,MEDIO,RADIO ENLACE
CUNDINAMARCA,LA VEGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOLIVAR,SAN JACINTO DEL CAUCA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
HUILA,LA ARGENTINA,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
VALLE DEL CAUCA,PALMIRA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,PUEBLORRICO,OPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,SATELITAL
BOYACA,CHITARAQUE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
TOLIMA,PLANADAS,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
CORDOBA,SAN CARLOS,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,RIOBLANCO,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
TOLIMA,CHAPARRAL,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,TORIBIO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,RIOSUCIO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CORDOBA,VALENCIA,OPERACION,3.0,12.0,39.0,287.0,1038,142684114.0,RURAL,BAJO,SATELITAL
BOGOTA,"BOGOTA, D.C.",EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,DON MATIAS,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
TOLIMA,ATACO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,URIBIA,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CESAR,ASTREA,OPERACION,3.0,15.0,33.0,295.0,883,142684114.0,RURAL,BAJO,SATELITAL
LA GUAJIRA,URIBIA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
BOLIVAR,MOMPOS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
NARIÑO,POTOSI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
TOLIMA,PLANADAS,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
GUAVIARE,CALAMAR,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,FRONTINO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,EL SANTUARIO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CALDAS,NEIRA,OPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,TERCEROS
TOLIMA,VENADILLO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
GUAVIARE,EL RETORNO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,DURANIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,CHACHAGsI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
QUINDIO,LA TEBAIDA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,TIBIRITA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOLIVAR,EL CARMEN DE BOLIVAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CAQUETA,SOLITA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
HUILA,PITALITO,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,MAICAO,OPERACION,4.0,18.0,61.0,393.0,1418,142684114.0,RURAL,BAJO,RADIO ENLACE
CUNDINAMARCA,UBALA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CALDAS,PACORA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
ANTIOQUIA,GUARNE,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
SANTANDER,SAN GIL,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,YACOPI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CUNDINAMARCA,NARIÑO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CESAR,LA PAZ,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
VALLE DEL CAUCA,BUENAVENTURA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
NARIÑO,GUAITARILLA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
BOLIVAR,TALAIGUA NUEVO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
NARIÑO,BARBACOAS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
NARIÑO,TUQUERRES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
BOLIVAR,PINILLOS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
VALLE DEL CAUCA,BOLIVAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,SOTAQUIRA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CORDOBA,CIENAGA DE ORO,OPERACION,4.0,18.0,65.0,403.0,1138,142684114.0,RURAL,BAJO,SATELITAL
CORDOBA,TUCHÍN,OPERACION,5.0,21.0,88.0,623.0,2907,142684114.0,RURAL,BAJO,EN DISEÑO
CORDOBA,TUCHÍN,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,SAN ANDRES DE TUMACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CALDAS,VILLAMARIA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CUNDINAMARCA,GACHANCIPA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,CALDONO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
VALLE DEL CAUCA,BUENAVENTURA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
SUCRE,SAN LUIS DE SINCE,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
VALLE DEL CAUCA,YOTOCO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
VALLE DEL CAUCA,EL DOVIO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOLIVAR,ARENAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,CERRITO,OPERACION,3.0,12.0,70.0,540.0,2725,142684114.0,RURAL,MEDIO,EN DISEÑO
CUNDINAMARCA,SUTATAUSA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
VALLE DEL CAUCA,TRUJILLO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,CORDOBA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,EL CARMEN DE VIBORAL,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,SAN CALIXTO,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,SAN CALIXTO,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,SAN BENITO ABAD,OPERACION,3.0,15.0,253.0,2181.0,2895,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
SUCRE,SAN BENITO ABAD,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
CESAR,LA PAZ,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
NARIÑO,LINARES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
TOLIMA,SUAREZ,OPERACION,3.0,12.0,55.0,260.0,1283,142684114.0,RURAL,ALTO,SATELITAL
RISARALDA,BELEN DE UMBRIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,LA PLATA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
RISARALDA,SANTA ROSA DE CABAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
