DEPARTAMENTO,MUNICIPIO,ESTADOS,VELOCIDAD_SUBIDA,VELOCIDAD_BAJADA,TRAFICO_MENSUAL_SUBIDA,TRAFICO_MENSUAL_BAJADA,USUARIOS_ACTIVOS_MES,INVERSION,ZONA,DIFICULTADACCESO,TIPO_CONECTIVIDAD
BOLIVAR,PINILLOS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
LA GUAJIRA,URIBIA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,PUEBLO NUEVO,OPERACION,3.0,12.0,32.0,277.0,458,142684114.0,RURAL,BAJO,SATELITAL
SANTANDER,CERRITO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CAUCA,SANTANDER DE QUILICHAO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CASANARE,OROCUE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
TOLIMA,CAJAMARCA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CAUCA,CAJIBIO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
NARIÑO,CUMBITARA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,SAN MIGUEL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
MAGDALENA,CIENAGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CUNDINAMARCA,RICAURTE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
QUINDIO,PIJAO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,CAUCASIA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CUNDINAMARCA,SAN CAYETANO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,GACHETA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,BALBOA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
BOYACA,BOAVITA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
ATLANTICO,TUBARA,OPERACION,5.0,21.0,247.0,1484.0,2427,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
ANTIOQUIA,VEGACHI,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
RISARALDA,DOSQUEBRADAS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,NARIÑO,OPERACION,3.0,12.0,0.0,0.0,3,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
GUAVIARE,EL RETORNO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,MOMIL,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CAUCA,TORIBIO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,ACEVEDO,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CAUCA,INZA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
PUTUMAYO,PUERTO CAICEDO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,SILVIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CHOCO,SAN JOSE DEL PALMAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CESAR,PAILITAS,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,BARBACOAS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CHOCO,UNION PANAMERICANA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CORDOBA,VALENCIA,OPERACION,3.0,15.0,130.0,992.0,3914,142684114.0,RURAL,BAJO,RADIO ENLACE
CAQUETA,SAN VICENTE DEL CAGUAN,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
TOLIMA,ORTEGA,INSTALACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
QUINDIO,CALARCA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,GUAMAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
NARIÑO,LA LLANADA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,CERETE,OPERACION,5.0,21.0,125.0,803.0,2768,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,TUCHÍN,OPERACION,3.0,12.0,66.0,300.0,2514,142684114.0,RURAL,SIN INFORMACION,SATELITAL
TOLIMA,ANZOATEGUI,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
MAGDALENA,PLATO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
BOLIVAR,MAGANGUE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
NARIÑO,EL ROSARIO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,SARDINATA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
CORDOBA,VALENCIA,OPERACION,4.0,18.0,95.0,575.0,2240,142684114.0,RURAL,BAJO,SATELITAL
CAUCA,MORALES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
MAGDALENA,PLATO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
SANTANDER,PIEDECUESTA,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CASANARE,HATO COROZAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,PINCHOTE,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
HUILA,TIMANA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,QUEBRADANEGRA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,GIGANTE,INSTALACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,ALTO BAUDO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
HUILA,GIGANTE,EN PLANEACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CAQUETA,SOLITA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CAUCA,ALMAGUER,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CORDOBA,SAHAGUN,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,SAN JUAN DE RIO SECO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
BOLIVAR,TURBACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CHOCO,CARMEN DEL DARIEN,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,TARQUI,OPERACION,3.0,15.0,77.0,361.0,1034,142684114.0,RURAL,BAJO,SATELITAL
ANTIOQUIA,SANTAFE DE ANTIOQUIA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
SANTANDER,SAN VICENTE DE CHUCURI,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CESAR,TAMALAMEQUE,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,ROVIRA,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CALDAS,VILLAMARIA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CALDAS,SAMANA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
MAGDALENA,SANTA ANA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
NARIÑO,SAN ANDRES DE TUMACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
VALLE DEL CAUCA,VERSALLES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,RIOHACHA,EN PLANEACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
TOLIMA,PRADO,OPERACION,3.0,12.0,77.0,449.0,1039,142684114.0,RURAL,BAJO,RADIO ENLACE
CORDOBA,CANALETE,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,ISNOS,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
BOLIVAR,BARRANCO DE LOBA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,SOCORRO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,DABEIBA,OPERACION,3.0,12.0,32.0,217.0,416,142684114.0,RURAL,ALTO,RADIO ENLACE
CESAR,SAN MARTIN,EN PLANEACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NARIÑO,PASTO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CALDAS,RIOSUCIO,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,GIGANTE,OPERACION,3.0,12.0,69.0,154.0,151,142684114.0,RURAL,BAJO,TERCEROS
NARIÑO,BARBACOAS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CALDAS,MANIZALES,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CASANARE,HATO COROZAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CESAR,RIO DE ORO,OPERACION,3.0,12.0,215.0,1169.0,2140,142684114.0,RURAL,BAJO,SATELITAL
BOYACA,COVARACHIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
BOLIVAR,MAGANGUE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
GUAVIARE,EL RETORNO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,VIOTA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
HUILA,VILLAVIEJA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
GUAVIARE,SAN JOSE DEL GUAVIARE,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,CONDOTO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CAUCA,BALBOA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CESAR,PELAYA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
BOLIVAR,ACHI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
VALLE DEL CAUCA,ZARZAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
NARIÑO,PROVIDENCIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,APARTADO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
HUILA,ALGECIRAS,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CORDOBA,SAN CARLOS,OPERACION,3.0,12.0,93.0,679.0,1935,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
CAQUETA,LA MONTAÑITA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
RISARALDA,BALBOA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CUNDINAMARCA,SUESCA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,MANAURE,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,CHINU,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CALDAS,RIOSUCIO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
META,PUERTO CONCORDIA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
GUAVIARE,SAN JOSE DEL GUAVIARE,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,AYAPEL,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,VALLE DE SAN JUAN,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
VALLE DEL CAUCA,DAGUA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,SILOS,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,MAICAO,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,CHIMA,INSTALACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,SUCRE,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
SANTANDER,GUADALUPE,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CALDAS,LA DORADA,OPERACION,4.0,18.0,77.0,461.0,1453,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
SANTANDER,CONCEPCION,OPERACION,3.0,12.0,1.0,19.0,35,142684114.0,RURAL,MEDIO,RADIO ENLACE
ANTIOQUIA,BETANIA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,SAN ANDRES,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NORTE DE SANTANDER,OCAÑA,OPERACION,3.0,15.0,9.0,47.0,241,142684114.0,RURAL,MEDIO,RADIO ENLACE
BOYACA,MIRAFLORES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
VALLE DEL CAUCA,BUENAVENTURA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,RIONEGRO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
SANTANDER,CONFINES,OPERACION,3.0,12.0,43.0,309.0,72,142684114.0,RURAL,SIN INFORMACION,SATELITAL
SUCRE,SAN MARCOS,OPERACION,3.0,15.0,88.0,643.0,2331,142684114.0,RURAL,BAJO,RADIO ENLACE
CESAR,SAN DIEGO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NARIÑO,OSPINA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
LA GUAJIRA,URIBIA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,TARQUI,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
HUILA,CAMPOALEGRE,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
HUILA,SALADOBLANCO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,PUERTO ASIS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
SANTANDER,COROMORO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,ARIGUANI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CUNDINAMARCA,BOJACA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,GUADALUPE,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,SUAZA,OPERACION,3.0,12.0,50.0,323.0,1064,142684114.0,RURAL,BAJO,SATELITAL
PUTUMAYO,VILLAGARZON,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CAQUETA,SAN VICENTE DEL CAGUAN,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,PUERTO ASIS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,PIEDECUESTA,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,CORDOBA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
SUCRE,OVEJAS,OPERACION,4.0,18.0,66.0,726.0,1486,142684114.0,RURAL,BAJO,SATELITAL
BOLIVAR,EL CARMEN DE BOLIVAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
VALLE DEL CAUCA,YOTOCO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,BARICHARA,EN PLANEACION,0.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,PUEBLORRICO,OPERACION,3.0,15.0,81.0,684.0,449,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
TOLIMA,RIOBLANCO,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
BOLIVAR,EL CARMEN DE BOLIVAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CAUCA,JAMBALO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
BOYACA,TOTA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CAQUETA,EL DONCELLO,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CAUCA,CALOTO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
SANTANDER,VILLANUEVA,OPERACION,3.0,12.0,12.0,114.0,345,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
CUNDINAMARCA,UBALA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CALDAS,NEIRA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
NARIÑO,CUMBITARA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,MONTELIBANO,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,URIBIA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,PLANADAS,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CALDAS,RIOSUCIO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CORDOBA,AYAPEL,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,MANTA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,SAN PABLO DE BORBUR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,SANTA ROSA DE OSOS,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,BARBACOAS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,RICAURTE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
NARIÑO,EL TAMBO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,EL CARMEN DE VIBORAL,OPERACION,4.0,18.0,8.0,36.0,311,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
CESAR,AGUACHICA,OPERACION,3.0,12.0,128.0,978.0,3273,142684114.0,RURAL,BAJO,RADIO ENLACE
ANTIOQUIA,TARSO,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,SAN ONOFRE,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
TOLIMA,COYAIMA,OPERACION,3.0,15.0,41.0,281.0,370,142684114.0,RURAL,BAJO,RADIO ENLACE
CHOCO,MEDIO BAUDO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CORDOBA,TUCHÍN,OPERACION,4.0,18.0,89.0,796.0,2346,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,GsICAN,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CHOCO,RIO IRO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
GUAVIARE,EL RETORNO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,LIBANO,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
BOYACA,CHITA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
NORTE DE SANTANDER,TOLEDO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CORDOBA,PUEBLO NUEVO,OPERACION,4.0,18.0,89.0,532.0,3104,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
PUTUMAYO,VALLE DEL GUAMUEZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CESAR,ASTREA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
SANTANDER,FLORIDABLANCA,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NARIÑO,PUERRES,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CORDOBA,PUERTO LIBERTADOR,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
CORDOBA,CIENAGA DE ORO,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,JAMBALO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CESAR,TAMALAMEQUE,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,VILLAGARZON,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,TOCAIMA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
